track_id,album_id,media_type_id,genre_id,milliseconds
364,32,1,10,284342
365,32,1,10,282488
366,32,1,10,283454
367,32,1,10,274808
368,32,1,10,287921
369,32,1,10,284160
370,32,1,10,248293
371,32,1,10,284708
372,32,1,10,281626
373,32,1,10,296254
374,33,1,7,247614
375,33,1,7,248398
376,33,1,7,225097
377,33,1,7,263183
378,33,1,7,271647
379,33,1,7,146677
380,33,1,7,282200
381,33,1,7,179408
382,33,1,7,262713
383,33,1,7,195813
384,33,1,7,184320
385,33,1,7,176326
386,33,1,7,237087
387,33,1,7,245524
388,33,1,7,180636
389,33,1,7,141008
390,33,1,7,213655
391,34,1,7,279536
392,34,1,7,213237
393,34,1,7,313704
394,34,1,7,170292
395,34,1,7,157988
396,34,1,7,238106
397,34,1,7,279484
398,34,1,7,371356
399,34,1,7,271960
400,34,1,7,165982
401,34,1,7,280137
402,34,1,7,237714
403,34,1,7,270158
404,34,1,7,213890
405,34,1,7,162716
406,34,1,7,205557
407,34,1,7,389642
408,35,1,3,155428
409,35,1,3,213995
410,35,1,3,380342
411,35,1,3,366524
412,35,1,3,149315
413,35,1,3,472764
414,35,1,3,671712
415,35,1,3,397531
416,35,1,3,305005
417,35,1,3,545750
418,35,1,3,287973
419,36,1,1,262608
420,36,1,1,236617
421,36,1,1,343745
422,36,1,1,241684
423,36,1,1,259108
424,36,1,1,387761
425,36,1,1,249417
426,36,1,1,249234
427,36,1,1,297691
428,36,1,1,273057
429,36,1,1,294974
430,36,1,1,248032
431,36,1,1,238994
432,36,1,1,220316
433,36,1,1,248920
434,36,1,1,263784
435,36,1,1,242599
436,37,1,1,218880
437,37,1,1,314148
438,37,1,1,216032
439,37,1,1,242468
440,37,1,1,196257
441,37,1,1,185077
442,37,1,1,216215
443,37,1,1,227291
444,37,1,1,214987
445,37,1,1,248346
446,37,1,1,271360
447,37,1,1,219742
448,37,1,1,255791
449,37,1,1,225332
450,37,1,1,166974
451,37,1,1,192496
452,37,1,1,173609
453,37,1,1,262243
454,37,1,1,207333
455,37,1,1,320444
456,38,1,2,273737
457,38,1,2,315219
458,38,1,2,295627
459,38,1,2,266866
460,38,1,2,273580
461,38,1,2,287634
462,38,1,2,296124
463,38,1,2,310778
464,38,1,2,316865
465,38,1,2,298135
466,38,1,2,288757
467,38,1,2,274259
468,39,1,4,167262
469,39,1,4,158354
470,39,1,4,234083
471,39,1,4,224208
472,39,1,4,181629
473,39,1,4,178364
474,39,1,4,134164
475,39,1,4,170997
476,39,1,4,135888
477,39,1,4,193149
478,39,1,4,90331
479,39,1,4,151170
480,39,1,4,135523
481,39,1,4,171546
482,39,1,4,153600
483,39,1,4,198164
484,39,1,4,170187
485,39,1,4,168803
486,39,1,4,221910
487,39,1,4,192757
488,39,1,4,213420
489,40,1,1,76303
490,40,1,1,439510
491,40,1,1,252551
492,40,1,1,347036
493,40,1,1,344999
494,40,1,1,291892
495,40,1,1,293015
496,40,1,1,391549
497,40,1,1,298631
498,40,1,1,359497
499,40,1,1,283585
500,40,1,1,239699
501,41,1,7,202213
502,41,1,7,219768
503,41,1,7,196545
504,41,1,7,259291
505,41,1,7,169717
506,41,1,7,255921
507,41,1,7,249678
508,41,1,7,155637
509,41,1,7,227448
510,41,1,7,222406
511,41,1,7,207229
512,41,1,7,181577
513,41,1,7,180950
514,41,1,7,207072
515,23,1,7,222093
516,23,1,7,242938
517,23,1,7,195944
518,23,1,7,259761
519,23,1,7,421982
520,23,1,7,374700
521,23,1,7,147670
522,23,1,7,193410
523,23,1,7,185051
524,23,1,7,299676
525,23,1,7,184398
526,23,1,7,354011
527,23,1,7,401319
528,23,1,7,169221
529,42,1,4,241057
530,42,1,4,287817
531,42,1,4,146938
532,42,1,4,177188
533,42,1,4,518556
534,42,1,4,125152
535,42,1,4,284813
536,42,1,4,195186
537,42,1,4,187794
538,42,1,4,170422
539,42,1,4,189257
540,42,1,4,222955
541,42,1,4,221831
542,42,1,4,382981
543,43,1,1,453955
544,43,1,1,277133
545,43,1,1,339173
546,43,1,1,233586
547,43,1,1,758648
548,43,1,1,618031
549,43,1,1,804101
550,44,1,1,253962
551,44,1,1,337084
552,44,1,1,666017
553,44,1,1,242494
554,44,1,1,336692
555,44,1,1,508604
556,45,1,7,339173
557,45,1,7,327000
558,45,1,7,344320
559,45,1,7,261720
560,45,1,7,338834
561,45,1,7,305920
562,45,1,7,298318
563,45,1,7,330945
564,45,1,7,307252
565,45,1,7,319608
566,45,1,7,351320
567,45,1,7,269165
568,45,1,7,334942
569,45,1,7,259657
570,46,1,1,353488
571,46,1,1,347820
572,46,1,1,285178
573,46,1,1,282827
574,46,1,1,298161
575,46,1,1,354899
576,46,1,1,262635
577,46,1,1,329064
578,46,1,1,276114
579,46,1,1,292832
580,46,1,1,291160
581,46,1,1,378618
582,46,1,1,747755
583,47,1,7,247431
584,47,1,7,230269
585,47,1,7,286302
586,47,1,7,202501
587,47,1,7,244009
588,47,1,7,226194
589,47,1,7,181603
590,47,1,7,238445
591,47,1,7,198008
592,47,1,7,280685
593,47,1,7,295235
594,47,1,7,323213
595,47,1,7,217782
596,47,1,7,238027
597,48,1,2,197459
598,48,1,2,193410
599,48,1,2,345025
600,48,1,2,231784
601,48,1,2,807392
602,48,1,2,357459
603,48,1,2,476003
604,48,1,2,277968
605,48,1,2,168777
606,48,1,2,200437
607,48,1,2,564009
608,48,1,2,233769
609,48,1,2,544078
610,49,1,2,907520
611,49,1,2,330684
612,49,1,2,473495
613,49,1,2,487392
614,49,1,2,843964
615,49,1,2,196101
616,49,1,2,316682
617,49,1,2,243461
618,49,1,2,220734
619,49,1,2,378775
620,50,1,1,1196094
621,50,1,1,913658
622,50,1,1,854700
623,50,1,1,763924
624,51,1,2,185965
625,51,1,2,348212
626,51,1,2,191555
627,51,1,2,187637
628,51,1,2,182726
629,51,1,2,179800
630,51,1,2,204199
631,51,1,2,201430
632,51,1,2,193149
633,51,1,2,179565
634,51,1,2,189596
635,51,1,2,194089
636,51,1,2,176222
637,51,1,2,163030
638,51,1,2,289306
639,51,1,2,282331
640,51,1,2,217025
641,51,1,2,280163
642,51,1,2,198556
643,51,1,2,199627
644,51,1,2,201560
645,51,1,2,191268
646,52,1,11,409965
647,52,1,11,392437
648,52,1,11,168437
649,52,1,11,170631
650,52,1,11,204956
651,52,1,11,219898
652,52,1,11,137482
653,52,1,11,226168
654,52,1,11,244297
655,52,1,11,162142
656,52,1,11,190667
657,52,1,11,179826
658,52,1,11,211748
659,52,1,11,212636
660,52,1,11,162560
661,53,1,7,230948
662,53,1,7,163970
663,53,1,7,274834
664,53,1,7,172643
665,53,1,7,259944
666,53,1,7,258194
667,53,1,7,243356
668,53,1,7,206994
669,53,1,7,238341
670,53,1,7,244793
671,53,1,7,116767
672,53,1,7,130063
673,53,1,7,174367
674,53,1,7,143464
675,54,1,1,275565
676,54,1,1,272091
677,54,1,1,189022
678,54,1,1,140146
679,54,1,1,191451
680,54,1,1,154279
681,54,1,1,162899
682,54,1,1,164858
683,54,1,1,140329
684,54,1,1,129358
685,54,1,1,149394
686,54,1,1,162429
687,54,1,1,186044
688,54,1,1,152946
689,54,1,1,213237
690,54,1,1,664894
691,54,1,1,160052
692,54,1,1,162847
693,54,1,1,175490
694,54,1,1,239360
695,55,1,1,281286
696,55,1,1,244114
697,55,1,1,316630
698,55,1,1,163604
699,55,1,1,218880
700,55,1,1,296385
701,55,1,1,190119
702,55,1,1,178181
703,55,1,1,176718
704,55,1,1,131918
705,55,1,1,253596
706,55,1,1,207804
707,55,1,1,140460
708,55,1,1,385619
709,55,1,1,228466
710,55,1,1,237374
711,55,1,1,163239
712,55,1,1,342804
713,55,1,1,209789
714,55,1,1,132832
715,56,1,7,212506
716,56,1,7,243696
717,56,1,7,251768
718,56,1,7,228153
719,56,1,7,204538
720,56,1,7,200437
721,56,1,7,206733
722,56,1,7,247771
723,56,1,7,270262
724,56,1,7,194899
725,56,1,7,192626
726,56,1,7,212453
727,56,1,7,151849
728,56,1,7,298919
729,56,1,7,278622
730,57,1,7,247588
731,57,1,7,252133
732,57,1,7,316865
733,57,1,7,227500
734,57,1,7,227160
735,57,1,7,174654
736,57,1,7,193828
737,57,1,7,196075
738,57,1,7,274390
739,57,1,7,189466
740,57,1,7,258586
741,57,1,7,257123
742,57,1,7,211853
743,57,1,7,268173
744,57,1,7,188473
745,58,1,1,235781
746,58,1,1,168202
747,58,1,1,218044
748,58,1,1,230922
749,58,1,1,263836
750,58,1,1,242834
751,58,1,1,188160
752,58,1,1,370102
753,58,1,1,319111
754,59,1,1,264385
755,59,1,1,256261
756,59,1,1,620460
757,59,1,1,478302
758,59,1,1,210259
759,59,1,1,274886
760,59,1,1,431203
761,60,1,1,204721
762,60,1,1,414902
763,60,1,1,247092
764,60,1,1,284682
765,60,1,1,322063
766,60,1,1,500427
767,60,1,1,385880
768,61,1,1,424829
769,61,1,1,307905
770,61,1,1,602880
771,61,1,1,243017
772,61,1,1,368770
773,61,1,1,321149
774,61,1,1,295053
775,61,1,1,293851
776,61,1,1,213054
777,61,1,1,464378
778,61,1,1,341185
779,62,1,1,368770
780,62,1,1,290455
781,62,1,1,303777
782,62,1,1,239830
783,62,1,1,340871
784,62,1,1,442096
785,62,1,1,272796
786,63,1,1,257384
787,63,1,1,359680
788,63,1,1,287791
789,63,1,1,451840
790,63,1,1,283689
791,63,1,1,320992
792,63,1,1,312372
793,63,1,1,311693
794,63,1,1,276323
795,63,1,1,354089
796,63,1,1,249443
797,63,1,1,283924
798,64,1,1,328385
799,64,1,1,342752
800,64,1,1,283977
801,64,1,1,314827
802,64,1,1,317126
803,64,1,1,227186
804,64,1,1,349335
805,64,1,1,257724
806,64,1,1,393691
807,65,1,1,246413
808,65,1,1,263862
809,65,1,1,270236
810,65,1,1,306860
811,65,1,1,201482
812,65,1,1,203755
813,65,1,1,267833
814,65,1,1,242886
815,65,1,1,193750
816,66,1,1,356963
817,66,1,1,240274
818,66,1,1,392437
819,66,1,1,247823
820,66,1,1,351033
821,66,1,1,334445
822,66,1,1,257462
823,66,1,1,276662
824,66,1,1,282226
825,66,1,1,278804
826,67,1,1,292519
827,67,1,1,248633
828,67,1,1,346853
829,67,1,1,296019
830,67,1,1,259787
831,67,1,1,244741
832,67,1,1,214021
833,67,1,1,247248
834,67,1,1,257280
835,67,1,1,220604
836,67,1,1,255660
837,67,1,1,322455
838,67,1,1,319320
839,67,1,1,248424
840,67,1,1,355056
841,67,1,1,272457
842,68,1,2,321358
843,68,1,2,423653
844,68,1,2,319373
845,68,1,2,368875
846,68,1,2,368953
847,68,1,2,272039
848,68,1,2,659226
849,68,1,2,346932
850,68,1,2,360411
851,69,1,7,270080
852,69,1,7,255608
853,69,1,7,304692
854,69,1,7,338755
855,69,1,7,211565
856,69,1,7,267728
857,69,1,7,213237
858,69,1,7,280999
859,69,1,7,286432
860,69,1,7,311614
861,69,1,7,274181
862,69,1,7,284081
863,69,1,7,327784
864,70,1,7,330997
865,70,1,7,337423
866,70,1,7,217338
867,70,1,7,270968
868,70,1,7,295314
869,70,1,7,236355
870,70,1,7,211617
871,70,1,7,253962
872,70,1,7,277524
873,70,1,7,347297
874,70,1,7,268173
875,70,1,7,284133
876,70,1,7,327105
877,71,1,7,223059
878,71,1,7,186226
879,71,1,7,166608
880,71,1,7,263026
881,71,1,7,170788
882,71,1,7,242834
883,71,1,7,241397
884,71,1,7,214831
885,71,1,7,180793
886,71,1,7,278125
887,71,1,7,247379
888,71,1,7,157387
889,71,1,7,232803
890,71,1,7,290664
891,72,1,6,430733
892,72,1,6,163552
893,72,1,6,174576
894,72,1,6,252891
895,72,1,6,253335
896,72,1,6,167810
897,72,1,6,301583
898,72,1,6,304744
899,72,1,6,215928
900,72,1,6,263862
901,72,1,6,191320
902,72,1,6,208143
903,72,1,6,231732
904,72,1,6,264411
905,72,1,6,221387
906,72,1,6,297064
907,72,1,6,180401
908,72,1,6,249730
909,73,1,6,193515
910,73,1,6,224339
911,73,1,6,196466
912,73,1,6,274729
913,73,1,6,328724
914,73,1,6,231836
915,73,1,6,285387
916,73,1,6,378984
917,73,1,6,226429
918,73,1,6,222406
919,73,1,6,203363
920,73,1,6,216528
921,73,1,6,472920
922,73,1,6,251768
923,74,1,4,204303
924,74,1,4,270106
925,74,1,4,251663
926,74,1,4,128757
927,74,1,4,326217
928,74,1,4,228493
929,74,1,4,217391
930,74,1,4,209867
931,74,1,4,140852
932,74,1,4,257253
933,74,1,4,119040
934,74,1,4,232698
935,75,1,4,223921
936,75,1,4,267937
937,75,1,4,263235
938,75,1,4,223242
939,75,1,4,310831
940,75,1,4,273658
941,75,1,4,241371
942,75,1,4,270680
943,75,1,4,222432
944,75,1,4,297168
945,75,1,4,279144
946,75,1,4,398341
947,75,1,4,251924
948,75,1,4,185835
949,76,1,1,137482
950,76,1,1,269400
951,76,1,1,293590
952,76,1,1,209319
953,76,1,1,203807
954,76,1,1,222902
955,76,1,1,242102
956,76,1,1,186435
957,76,1,1,185129
958,76,1,1,298997
959,76,1,1,395859
960,76,1,1,158275
961,76,1,1,267833
962,76,1,1,336666
963,76,1,1,181995
964,77,1,4,202527
965,77,1,4,294008
966,77,1,4,316055
967,77,1,4,147226
968,77,1,4,360881
969,77,1,4,493635
970,77,1,4,231993
971,77,1,4,223764
972,77,1,4,340532
973,77,1,4,464770
974,77,1,4,250357
975,78,1,7,33619
976,78,1,7,237165
977,78,1,7,269557
978,78,1,7,222066
979,78,1,7,222197
980,78,1,7,169273
981,78,1,7,143673
982,78,1,7,355030
983,78,1,7,116767
984,78,1,7,231915
985,78,1,7,213760
986,78,1,7,271072
987,78,1,7,181838
988,78,1,7,174524
989,79,1,1,230191
990,79,1,1,196675
991,79,1,1,255712
992,79,1,1,252186
993,79,1,1,117080
994,79,1,1,199523
995,79,1,1,278700
996,79,1,1,288731
997,79,1,1,238419
998,79,1,1,352078
999,80,1,1,313182
1000,80,1,1,302994
1001,80,1,1,209684
1002,80,1,1,265848
1003,80,1,1,193280
1004,80,1,1,316264
1005,80,1,1,271908
1006,80,1,1,229198
1007,80,1,1,200724
1008,80,1,1,293276
1009,81,1,4,263653
1010,81,1,4,268120
1011,81,1,4,298057
1012,81,1,4,266370
1013,81,1,4,273528
1014,81,1,4,311353
1015,81,1,4,306442
1016,81,1,4,277185
1017,81,1,4,270550
1018,81,1,4,298396
1019,81,1,4,469968
1020,82,1,1,83487
1021,82,1,1,231523
1022,82,1,1,248528
1023,82,1,1,213446
1024,82,1,1,152163
1025,82,1,1,135732
1026,82,1,1,260101
1027,82,1,1,146782
1028,82,1,1,157387
1029,82,1,1,289306
1030,82,1,1,250749
1031,82,1,1,303856
1032,82,1,1,342230
1033,83,1,12,275879
1034,83,1,12,155794
1035,83,1,12,206001
1036,83,1,12,194429
1037,83,1,12,158615
1038,83,1,12,198922
1039,83,1,12,149995
1040,83,1,12,174994
1041,83,1,12,171154
1042,83,1,12,89730
1043,83,1,12,161227
1044,83,1,12,188499
1045,83,1,12,149263
1046,83,1,12,210808
1047,83,1,12,173583
1048,83,1,12,266605
1049,83,1,12,190458
1050,83,1,12,187010
1051,83,1,12,193750
1052,83,1,12,184111
1053,83,1,12,169900
1054,83,1,12,292075
1055,83,1,12,203964
1056,83,1,12,193175
1057,84,1,7,179252
1058,84,1,7,229537
1059,84,1,7,237191
1060,84,1,7,236617
1061,84,1,7,321332
1062,84,1,7,301113
1063,84,1,7,244453
1064,84,1,7,221727
1065,84,1,7,322821
1066,84,1,7,324597
1067,84,1,7,248528
1068,84,1,7,213498
1069,84,1,7,526132
1070,84,1,7,191634
1071,84,1,7,74919
1072,84,1,7,292493
1073,85,1,10,219454
1074,85,1,10,247928
1075,85,1,10,261041
1076,85,1,10,222275
1077,85,1,10,200437
1078,85,1,10,217051
1079,85,1,10,204695
1080,85,1,10,199653
1081,85,1,10,191660
1082,85,1,10,271020
1083,85,1,10,148636
1084,85,1,10,209136
1085,85,1,10,260963
1086,85,1,10,32287
1087,86,1,7,154096
1088,86,1,7,238315
1089,86,1,7,295262
1090,86,1,7,282409
1091,86,1,7,236695
1092,86,1,7,248842
1093,86,1,7,357485
1094,86,1,7,285309
1095,86,1,7,263471
1096,86,1,7,231627
1097,86,1,7,259526
1098,86,1,7,289671
1099,86,1,7,316969
1100,86,1,7,222458
1101,86,1,7,234971
1102,87,1,2,356101
1103,87,1,2,294530
1104,87,1,2,265273
1105,73,1,7,324780
1106,73,1,7,261616
1107,73,1,7,218305
1108,73,1,7,264489
1109,73,1,7,317779
1110,73,1,7,301453
1111,73,1,7,293093
1112,73,1,7,295444
1113,73,1,7,225697
1114,73,1,7,284943
1115,73,1,7,302733
1116,73,1,7,284760
1117,73,1,7,263993
1118,73,1,7,270550
1119,73,1,7,278177
1120,73,1,7,218070
1121,88,1,3,259213
1122,88,1,3,216006
1123,88,1,3,260022
1124,88,1,3,248607
1125,88,1,3,246125
1126,88,1,3,260884
1127,88,1,3,247170
1128,88,1,3,252760
1129,88,1,3,251454
1130,88,1,3,239516
1131,88,1,3,89547
1132,88,1,3,274834
1133,89,1,4,174419
1134,89,1,4,548336
1135,89,1,4,232724
1136,89,1,4,260858
1137,89,1,4,163004
1138,89,1,4,175307
1139,89,1,4,205871
1140,89,1,4,120528
1141,89,1,4,214021
1142,89,1,4,246151
1143,89,1,4,285753
1144,89,1,4,558602
1145,89,1,4,252316
1146,90,2,1,273552
1147,90,2,1,202824
1148,90,2,1,268537
1149,90,2,1,263893
1150,90,2,1,228924
1151,90,2,1,406347
1152,90,2,1,219961
1153,90,2,1,231640
1154,90,2,1,356424
1155,90,2,1,197135
1156,90,2,1,206400
1157,90,2,1,375349
1158,91,2,1,182321
1159,91,2,1,298374
1160,91,2,1,184016
1161,91,2,1,284744
1162,91,2,1,143637
1163,91,2,1,156268
1164,91,2,1,328282
1165,91,2,1,303436
1166,91,2,1,203637
1167,91,2,1,537540
1168,91,2,1,322175
1169,91,2,1,161539
1170,91,2,1,318901
1171,91,2,1,268351
1172,91,2,1,257600
1173,91,2,1,616511
1174,92,1,3,461165
1175,92,1,3,261355
1176,92,1,3,196205
1177,92,1,3,336457
1178,92,1,3,341054
1179,92,1,3,203206
1180,92,1,3,424960
1181,92,1,3,287477
1182,92,1,3,522396
1183,92,1,3,246491
1184,92,1,3,563800
1185,92,1,3,343875
1186,92,1,3,284238
1187,92,1,3,84532
1188,93,1,2,361012
1189,93,1,2,251585
1190,93,1,2,321123
1191,93,1,2,396460
1192,93,1,2,242390
1193,93,1,2,330997
1194,93,1,2,249756
1195,93,1,2,259970
1196,93,1,2,379167
1197,93,1,2,355395
1198,93,1,2,367647
1199,93,1,2,528666
1200,93,1,2,377155
1201,94,2,1,258692
1202,94,2,1,412152
1203,94,2,1,526255
1204,94,2,1,307593
1205,94,2,1,467810
1206,94,2,1,336896
1207,94,2,1,442106
1208,94,2,1,564893
1209,94,2,1,444614
1210,94,2,1,562966
1211,94,2,1,431262
1212,95,1,3,294635
1213,95,1,3,235311
1214,95,1,3,255634
1215,95,1,3,265874
1216,95,1,3,352731
1217,95,1,3,289358
1218,95,1,3,293250
1219,95,1,3,228937
1220,95,1,3,237557
1221,95,1,3,337423
1222,95,1,3,324623
1223,95,1,3,471849
1224,96,1,3,196911
1225,96,1,3,259866
1226,96,1,3,282488
1227,96,1,3,347846
1228,96,1,3,249469
1229,96,1,3,325929
1230,96,1,3,407980
1231,96,1,3,317727
1232,96,1,3,448574
1233,96,1,3,269871
1234,96,1,3,431333
1235,97,1,1,275539
1236,97,1,1,410070
1237,97,1,1,378984
1238,97,1,1,434442
1239,97,1,1,282488
1240,97,1,1,561162
1241,97,1,1,240718
1242,97,1,1,546115
1243,97,1,1,385541
1244,97,1,1,506801
1245,98,1,13,232777
